idno;tail;name;ST_AsText(shap);nlan;sped;hier;head;leng;capa 
2000912;18186880;Perbersdorf/L94;14.8731829 48.0673761,14.8731404 48.0673237,14.872977 48.067199,14.8723019 48.0667835,14.8721262 48.0666948;1;69;0;1315887;109,800003051758;900
2000915;1315894;Massendorf/L5247;15.3666643 48.0848289,15.3666766 48.08484,15.3668887 48.0850455,15.3671214 48.0852405,15.3674116 48.0854428,15.3675984 48.0855615,15.3676897 48.0856175;1;35;0;18012398;116,690002441406;1100
2000915;18012398;Massendorf/L5247;15.3676897 48.0856175,15.3675984 48.0855615,15.3674116 48.0854428,15.3671214 48.0852405,15.3668887 48.0850455,15.3666766 48.08484,15.3666643 48.0848289;1;35;0;1315894;116,690002441406;1100
2000916;1315894;Massendorf/L5247;15.3666643 48.0848289,15.3663999 48.0845921,15.3661766 48.0843866,15.3657969 48.0840293,15.3657927 48.0840254;1;35;0;18185302;110,459999084473;1100
2000916;18185302;Massendorf/L5247;15.3657927 48.0840254,15.3657969 48.0840293,15.3661766 48.0843866,15.3663999 48.0845921,15.3666643 48.0848289;1;35;0;1315894;110,459999084473;1100
2000917;1315895;Busendorf/L5279;15.3473978 48.1218454,15.3474272 48.1219436,15.3474535 48.1221237,15.347422 48.1223416,15.3473883 48.1225099;1;69;0;18142064;74,4899978637695;900
2000917;18142064;Busendorf/L5279;15.3473883 48.1225099,15.347422 48.1223416,15.3474535 48.1221237,15.3474272 48.1219436,15.3473978 48.1218454;1;69;0;1315895;74,4899978637695;900
2000919;1315896;Bahnhofstraße/L6263;14.6291958 48.0505069,14.6287484 48.0504617,14.628738 48.0504606;1;35;0;18113645;34,5200004577637;1100
2000919;18113645;Bahnhofstraße/L6263;14.628738 48.0504606,14.6287484 48.0504617,14.6291958 48.0505069;1;35;0;1315896;34,5200004577637;1100
2000920;1315896;Bahnhofstraße/L6263;14.6291958 48.0505069,14.6294017 48.0505277,14.6297056 48.050558,14.629939 48.0506179,14.6301115 48.0507009,14.6304322 48.0509488,14.6308765 48.0513079,14.6310272 48.0514728,14.6311546 48.0516871,14.6312662 48.0520434,14.6313359 48.0522538,14.6314238 48.0524284,14.6315018 48.0525609,14.6318581 48.0529489,14.6322674 48.053368,14.6324364 48.0535389,14.6326392 48.0536729;1;45;0;18017406;459,679992675781;1100
2000920;18017406;Bahnhofstraße/L6263;14.6326392 48.0536729,14.6324364 48.0535389,14.6322674 48.053368,14.6318581 48.0529489,14.6315018 48.0525609,14.6314238 48.0524284,14.6313359 48.0522538,14.6312662 48.0520434,14.6311546 48.0516871,14.6310272 48.0514728,14.6308765 48.0513079,14.6304322 48.0509488,14.6301115 48.0507009,14.629939 48.0506179,14.6297056 48.050558,14.6294017 48.0505277,14.6291958 48.0505069;1;45;0;1315896;459,679992675781;1100
2000925;1315899;Urltal/L86;14.5977914 48.0123781,14.5977727 48.0121272,14.5977099 48.011673,14.5976506 48.0112747,14.597648 48.0111402,14.5976645 48.0110191,14.5977095 48.010897;1;69;0;18183903;165,660003662109;900
2000925;18183903;Urltal/L86;14.5977095 48.010897,14.5976645 48.0110191,14.597648 48.0111402,14.5976506 48.0112747,14.5977099 48.011673,14.5977727 48.0121272,14.5977914 48.0123781;1;69;0;1315899;165,660003662109;900
2000927;1315900;Landstraße/L5151;15.5453287 48.1621338,15.5453299 48.1619257,15.5453372 48.1618977;1;35;0;18101924;26,3099994659424;1100
2000927;18101924;Landstraße/L5151;15.5453372 48.1618977,15.5453299 48.1619257,15.5453287 48.1621338;1;35;0;1315900;26,3099994659424;1100
2000928;1315900;Landstraße/L5151;15.5453287 48.1621338,15.5453282 48.1622212,15.5453392 48.1624312,15.5453524 48.1627131,15.545375 48.1628565,15.5454522 48.1630202,15.545525 48.1631474,15.5456178 48.1632613,15.5457332 48.1633653,15.5458517 48.1634344,15.5460137 48.1635078;1;35;0;18099750;169,789993286133;1100
2000928;18099750;Landstraße/L5151;15.5460137 48.1635078,15.5458517 48.1634344,15.5457332 48.1633653,15.5456178 48.1632613,15.545525 48.1631474,15.5454522 48.1630202,15.545375 48.1628565,15.5453524 48.1627131,15.5453392 48.1624312,15.5453282 48.1622212,15.5453287 48.1621338;1;35;0;1315900;169,789993286133;1100
2000929;1315901;Südlandstraße/L6286;14.8224912 48.1027216,14.8220856 48.1029892,14.8218636 48.1030951,14.82168 48.103153,14.8214974 48.1031825,14.8213453 48.1031911,14.8211778 48.1031841,14.8210286 48.1031574,14.820841 48.1031123,14.820569 48.1029965,14.8202613 48.1028328,14.819931 48.1026593,14.8197412 48.1025729;1;56;0;18013548;243,690002441406;900
2000929;18013548;Südlandstraße/L6286;14.8197412 48.1025729,14.819931 48.1026593,14.8202613 48.1028328,14.820569 48.1029965,14.820841 48.1031123,14.8210286 48.1031574,14.8211778 48.1031841,14.8213453 48.1031911,14.8214974 48.1031825,14.82168 48.103153,14.8218636 48.1030951,14.8220856 48.1029892,14.8224912 48.1027216;1;56;0;1315901;243,690002441406;900
2000930;1315901;Südlandstraße/L6286;14.8224912 48.1027216,14.8225811 48.1026622,14.8228 48.1025003,14.8231121 48.1022913;1;35;0;18015521;66,5699996948242;1100
2000930;18015521;Südlandstraße/L6286;14.8231121 48.1022913,14.8228 48.1025003,14.8225811 48.1026622,14.8224912 48.1027216;1;35;0;1315901;66,5699996948242;1100
2000933;1315903;Weitenegg/B3 - Donau Straße;15.2954802 48.2296042,15.295606 48.2296202,15.2957216 48.2296316;1;39;0;18533560;18,2000007629395;1100
2000933;18533560;Weitenegg/B3 - Donau Straße;15.2957216 48.2296316,15.295606 48.2296202,15.2954802 48.2296042;1;39;0;1315903;18,2000007629395;1100
2000939;1315906;Amstettner Straße/L6286;14.8078598 48.0990163,14.8071867 48.0988235,14.8071394 48.098811;1;35;0;18131322;58,3199996948242;1100
2000939;18131322;Amstettner Straße/L6286;14.8071394 48.098811,14.8071867 48.0988235,14.8078598 48.0990163;1;35;0;1315906;58,3199996948242;1100
2000943;1315908;Ardaggerstraße/L90;14.8702946 48.1252338,14.8703089 48.1252101,14.8703573 48.1251189;1;35;0;18194505;13,6099996566772;1100
2000943;18194505;Ardaggerstraße/L90;14.8703573 48.1251189,14.8703089 48.1252101,14.8702946 48.1252338;1;35;0;1315908;13,6099996566772;1100
2000944;1315908;Ardaggerstraße/L90;14.8702946 48.1252338,14.8700925 48.1255678;1;35;0;18018806;40,0800018310547;1100
2000944;18018806;Ardaggerstraße/L90;14.8700925 48.1255678,14.8702946 48.1252338;1;35;0;1315908;40,0800018310547;1100
2000947;1315910;Linzer Straße/L6139;14.8699817 48.1247744,14.8700341 48.1247582,14.8702034 48.1247425;1;39;0;18008568;17,0200004577637;1100
2000947;18008568;Linzer Straße/L6139;14.8702034 48.1247425,14.8700341 48.1247582,14.8699817 48.1247744;1;39;0;1315910;17,0200004577637;1100
2000948;1315910;Linzer Straße/L6139;14.8699817 48.1247744,14.8698318 48.1248209;1;39;0;18142759;12,3000001907349;1100
2000948;18142759;Linzer Straße/L6139;14.8698318 48.1248209,14.8699817 48.1247744;1;39;0;1315910;12,3000001907349;1100
2000949;1315911;Amstettner Straße/L86;14.6236426 48.0443555,14.6236613 48.0444863,14.6236518 48.0445613,14.6236075 48.0446002;1;35;0;18166047;28,4300003051758;1100
2000949;18166047;Amstettner Straße/L86;14.6236075 48.0446002,14.6236518 48.0445613,14.6236613 48.0444863,14.6236426 48.0443555;1;35;0;1315911;28,4300003051758;1100
2000957;1315919;Wiener Straße/B1 - Wiener Straße;15.8814777 48.2775333,15.8814295 48.2775192;1;39;0;18097726;3,92000007629395;1100
2000957;18097726;Wiener Straße/B1 - Wiener Straße;15.8814295 48.2775192,15.8814777 48.2775333;1;39;0;1315919;3,92000007629395;1100
2000958;1315919;Wiener Straße/B1 - Wiener Straße;15.8814777 48.2775333,15.8818547 48.2776438,15.8824319 48.2777863,15.8836238 48.2780699,15.8837275 48.2780908;1;41;0;18020811;178,199996948242;1100
2000958;18020811;Wiener Straße/B1 - Wiener Straße;15.8837275 48.2780908,15.8836238 48.2780699,15.8824319 48.2777863,15.8818547 48.2776438,15.8814777 48.2775333;1;41;0;1315919;178,199996948242;1100
2000963;1315924;Bahnhofstraße/L88;14.6531436 48.0365028,14.653141 48.0363939;1;35;0;18015646;12,1199998855591;1100
2000963;18015646;Bahnhofstraße/L88;14.653141 48.0363939,14.6531436 48.0365028;1;35;0;1315924;12,1199998855591;1100
2000976;1315934;Schudutz/B42 - Haager Straße;14.596489 48.1299345,14.5964127 48.1298134,14.5964062 48.1298023;1;79;0;18022325;15,9399995803833;1250
2000964;1315924;Bahnhofstraße/L88;14.6531436 48.0365028,14.6531448 48.0365498,14.6530953 48.0366549,14.6529068 48.0368842,14.652754 48.0370741,14.652676 48.0372164,14.6525916 48.0374126,14.6525722 48.0375291;1;35;0;18151268;123,209999084473;1100
2000964;18151268;Bahnhofstraße/L88;14.6525722 48.0375291,14.6525916 48.0374126,14.652676 48.0372164,14.652754 48.0370741,14.6529068 48.0368842,14.6530953 48.0366549,14.6531448 48.0365498,14.6531436 48.0365028;1;35;0;1315924;123,209999084473;1100
2000965;1315925;Thurnsdorf;14.5134879 48.1899385,14.5134775 48.1899213,14.5136592 48.1902423,14.5137262 48.1903555,14.5137871 48.1904729,14.5138505 48.190551,14.5139311 48.1906457,14.5141624 48.1908678,14.5143548 48.1910408,14.5144881 48.1911685,14.5146664 48.1913095,14.5149724 48.191582,14.5151353 48.1917321,14.5152924 48.1918773,14.5154598 48.1920342,14.5156254 48.1921839,14.5157683 48.1923075,14.5159193 48.1924441,14.5160848 48.1925967,14.5162689 48.1927623,14.5164119 48.1928619;1;42;0;18140767;397,679992675781;1100
2000965;18140767;Thurnsdorf;14.5164119 48.1928619,14.5162689 48.1927623,14.5160848 48.1925967,14.5159193 48.1924441,14.5157683 48.1923075,14.5156254 48.1921839,14.5154598 48.1920342,14.5152924 48.1918773,14.5151353 48.1917321,14.5149724 48.191582,14.5146664 48.1913095,14.5144881 48.1911685,14.5143548 48.1910408,14.5141624 48.1908678,14.5139311 48.1906457,14.5138505 48.190551,14.5137871 48.1904729,14.5137262 48.1903555,14.5136592 48.1902423,14.5134775 48.1899213,14.5134879 48.1899385;1;42;0;1315925;397,679992675781;1100
2000966;1315925;Handelsstraße/Thurnsdorf;14.5134879 48.1899385,14.5134107 48.1897093,14.5133424 48.1895503,14.5132115 48.1892675,14.5130374 48.1890423,14.5128942 48.1889179,14.5127465 48.1888128,14.5125259 48.1886932,14.5117732 48.1884033,14.5112042 48.1881525,14.5108078 48.1879273;1;65;0;18140768;314,239990234375;900
2000966;18140768;Handelsstraße/Thurnsdorf;14.5108078 48.1879273,14.5112042 48.1881525,14.5117732 48.1884033,14.5125259 48.1886932,14.5127465 48.1888128,14.5128942 48.1889179,14.5130374 48.1890423,14.5132115 48.1892675,14.5133424 48.1895503,14.5134107 48.1897093,14.5134879 48.1899385;1;65;0;1315925;314,239990234375;900
2000969;1315931;Langau/B30 - Thayatal Straße;15.7153206 48.8314001,15.7155183 48.8311866,15.71557 48.8311204;1;39;0;18124141;36,1100006103516;1100
2000969;18124141;Langau/B30 - Thayatal Straße;15.71557 48.8311204,15.7155183 48.8311866,15.7153206 48.8314001;1;39;0;1315931;36,1100006103516;1100
2000971;1315932;Wiener Straße/L96;15.1483493 48.1407857,15.148099 48.1405631,15.1477083 48.1402542,15.147301 48.1399174,15.1469685 48.1396708,15.1466175 48.1394701,15.1465721 48.1394456;1;69;0;18209910;199,809997558594;900
2000971;18209910;Wiener Straße/L96;15.1465721 48.1394456,15.1466175 48.1394701,15.1469685 48.1396708,15.147301 48.1399174,15.1477083 48.1402542,15.148099 48.1405631,15.1483493 48.1407857;1;69;0;1315932;199,809997558594;900
2000972;1315932;Wiener Straße/L96;15.1483493 48.1407857,15.1483528 48.1407888,15.1485471 48.1409593;1;69;0;18016995;24,2800006866455;900
2000972;18016995;Wiener Straße/L96;15.1485471 48.1409593,15.1483528 48.1407888,15.1483493 48.1407857;1;69;0;1315932;24,2800006866455;900
2000975;1315934;Schudutz/B42 - Haager Straße;14.596489 48.1299345,14.5965149 48.1299755,14.5966963 48.130274;1;79;0;18195147;40,7999992370605;1250
2000975;18195147;Schudutz/B42 - Haager Straße;14.5966963 48.130274,14.5965149 48.1299755,14.596489 48.1299345;1;79;0;1315934;40,7999992370605;1250
2000976;18022325;Schudutz/B42 - Haager Straße;14.5964062 48.1298023,14.5964127 48.1298134,14.596489 48.1299345;1;79;0;1315934;15,9399995803833;1250
2000977;1315935;Schudutz/B42 - Haager Straße;14.59622 48.1294504,14.5963135 48.1296427;1;79;0;18021299;22,4899997711182;1250
2000977;18021299;Schudutz/B42 - Haager Straße;14.5963135 48.1296427,14.59622 48.1294504;1;79;0;1315935;22,4899997711182;1250
2000978;1315935;Schudutz/B42 - Haager Straße;14.59622 48.1294504,14.5962032 48.1294159,14.5958785 48.1287643,14.5957772 48.1285196,14.5957709 48.1285033;1;79;0;18195148;110,550003051758;1250
2000978;18195148;Schudutz/B42 - Haager Straße;14.5957709 48.1285033,14.5957772 48.1285196,14.5958785 48.1287643,14.5962032 48.1294159,14.59622 48.1294504;1;79;0;1315935;110,550003051758;1250
2000979;1315936;B217 - Ottenschlager Straße;15.3612561 48.361056,15.3611664 48.3611964;1;39;0;18211163;16,9699993133545;1100
2000979;18211163;B217 - Ottenschlager Straße;15.3611664 48.3611964,15.3612561 48.361056;1;39;0;1315936;16,9699993133545;1100
2000980;1315936;B217 - Ottenschlager Straße;15.3612561 48.361056,15.3613399 48.360925,15.361767 48.3602365,15.3617677 48.3602353;1;39;0;18015892;98,8300018310547;1100
2000980;18015892;B217 - Ottenschlager Straße;15.3617677 48.3602353,15.361767 48.3602365,15.3613399 48.360925,15.3612561 48.361056;1;39;0;1315936;98,8300018310547;1100
2000981;1315937;Gewerbepark/L80;14.6240636 48.1423709,14.6240974 48.1424234,14.6242974 48.1426276,14.6244988 48.1427917,14.6247539 48.1429339,14.6250574 48.1430672,14.6253429 48.14316,14.6256437 48.1432273,14.6258346 48.1432528;1;69;0;18128322;170,580001831055;900
2000981;18128322;Gewerbepark/L80;14.6258346 48.1432528,14.6256437 48.1432273,14.6253429 48.14316,14.6250574 48.1430672,14.6247539 48.1429339,14.6244988 48.1427917,14.6242974 48.1426276,14.6240974 48.1424234,14.6240636 48.1423709;1;69;0;1315937;170,580001831055;900
2000982;1315937;Gewerbepark/L80;14.6240636 48.1423709,14.6239007 48.1421173,14.6238169 48.1418156,14.6238037 48.1416335,14.6238298 48.1414294,14.623918 48.141091,14.6239435 48.140829,14.6239392 48.1405972,14.6238918 48.1403802;1;69;0;18008445;225,470001220703;900
2000982;18008445;Gewerbepark/L80;14.6238918 48.1403802,14.6239392 48.1405972,14.6239435 48.140829,14.623918 48.141091,14.6238298 48.1414294,14.6238037 48.1416335,14.6238169 48.1418156,14.6239007 48.1421173,14.6240636 48.1423709;1;69;0;1315937;225,470001220703;900
2001005;1315942;Weinstraße/B35 - Retzer Straße;15.7131749 48.4509229,15.7131793 48.4509018,15.7132529 48.4505786,15.7132971 48.4503362,15.7133506 48.450051,15.7134417 48.4493878;1;72;0;18156264;171,889999389648;1250
2001005;18156264;Weinstraße/B35 - Retzer Straße;15.7134417 48.4493878,15.7133506 48.450051,15.7132971 48.4503362,15.7132529 48.4505786,15.7131793 48.4509018,15.7131749 48.4509229;1;72;0;1315942;171,889999389648;1250
2001006;1315942;Weinstraße/B35 - Retzer Straße;15.7131749 48.4509229,15.7131683 48.4509539;1;72;0;18135278;3,48000001907349;1250
2001006;18135278;Weinstraße/B35 - Retzer Straße;15.7131683 48.4509539,15.7131749 48.4509229;1;72;0;1315942;3,48000001907349;1250
2001011;1315945;Forsthub/L89;15.2108457 48.0310878,15.2111399 48.0311161,15.2113587 48.0311371,15.2116722 48.0311607,15.2119036 48.031144,15.2120796 48.0311188,15.2122091 48.0310812;1;36;0;18113623;103,48999786377;1100
2001011;18113623;Forsthub/L89;15.2122091 48.0310812,15.2120796 48.0311188,15.2119036 48.031144,15.2116722 48.0311607,15.2113587 48.0311371,15.2111399 48.0311161,15.2108457 48.0310878;1;36;0;1315945;103,48999786377;1100
2001014;1315946;Eggendorf am Walde/B35 - Retzer Straße;15.7844535 48.5410307,15.7844563 48.5408833,15.7844515 48.5406769,15.784453 48.540396,15.784465 48.540221,15.7844857 48.5400148,15.7849948 48.5370923,15.7851185 48.5363943;1;57;0;18017288;518,359985351563;1250
2001014;18017288;Eggendorf am Walde/B35 - Retzer Straße;15.7851185 48.5363943,15.7849948 48.5370923,15.7844857 48.5400148,15.784465 48.540221,15.784453 48.540396,15.7844515 48.5406769,15.7844563 48.5408833,15.7844535 48.5410307;1;57;0;1315946;518,359985351563;1250
2001022;1315952;Pielachtalstraße/L5152;15.5030164 48.1904141,15.502936 48.1905081,15.5028409 48.1905443;1;35;0;18187270;20,1800003051758;1100
2001022;18187270;Pielachtalstraße/L5152;15.5028409 48.1905443,15.502936 48.1905081,15.5030164 48.1904141;1;35;0;1315952;20,1800003051758;1100
2001025;1315954;Thürnbuch/B1 - Wiener Straße;14.6142864 48.1624616,14.6143669 48.1624002,14.6146557 48.1621759,14.6149248 48.1619734;1;79;0;18154189;72,1399993896484;1250
2001025;18154189;Thürnbuch/B1 - Wiener Straße;14.6149248 48.1619734,14.6146557 48.1621759,14.6143669 48.1624002,14.6142864 48.1624616;1;79;0;1315954;72,1399993896484;1250
2001026;1315954;Thürnbuch/B1 - Wiener Straße;14.6142864 48.1624616,14.6118231 48.1643406,14.6099188 48.1657929,14.6096994 48.1659635,14.6094463 48.1661509;1;79;0;18132468;545,929992675781;1250
2001026;18132468;Thürnbuch/B1 - Wiener Straße;14.6094463 48.1661509,14.6096994 48.1659635,14.6099188 48.1657929,14.6118231 48.1643406,14.6142864 48.1624616;1;79;0;1315954;545,929992675781;1250
2001033;1315962;Wurschenaigen/L76;15.4135942 48.498718,15.4135641 48.4986277,15.4135496 48.498605;1;69;0;18208597;13,0299997329712;900
2001033;18208597;Wurschenaigen/L76;15.4135496 48.498605,15.4135641 48.4986277,15.4135942 48.498718;1;69;0;1315962;13,0299997329712;900
2001035;1315963;Matzelsdorf/L1235;15.7846971 48.6017477,15.7851524 48.6017217,15.7857469 48.6016736;1;35;0;18173684;77,879997253418;1100
2001035;18173684;Matzelsdorf/L1235;15.7857469 48.6016736,15.7851524 48.6017217,15.7846971 48.6017477;1;35;0;1315963;77,879997253418;1100
2001036;1315963;Matzelsdorf/L1235;15.7846971 48.6017477,15.7845988 48.6017534,15.7844239 48.6018096,15.7844088 48.601817;1;35;0;18181620;23;1100
2001036;18181620;Matzelsdorf/L1235;15.7844088 48.601817,15.7844239 48.6018096,15.7845988 48.6017534,15.7846971 48.6017477;1;35;0;1315963;23;1100
2001043;1315969;Nußdorferstraße/L5001;15.6665197 48.3591699,15.6664837 48.3591879,15.6663505 48.3592545,15.6661768 48.3593774,15.6660434 48.3594831,15.665947 48.3595891,15.6658985 48.3597075,15.6658525 48.3598465,15.6658434 48.3598929;1;35;0;18208431;98,2699966430664;1100
2001043;18208431;Nußdorferstraße/L5001;15.6658434 48.3598929,15.6658525 48.3598465,15.6658985 48.3597075,15.665947 48.3595891,15.6660434 48.3594831,15.6661768 48.3593774,15.6663505 48.3592545,15.6664837 48.3591879,15.6665197 48.3591699;1;35;0;1315969;98,2699966430664;1100
2001044;1315969;Nußdorferstraße/L5001;15.6665197 48.3591699,15.6666144 48.3591225,15.6667734 48.3590775,15.6667899 48.3590754;1;35;0;18014503;22,8199996948242;1100
2001044;18014503;Nußdorferstraße/L5001;15.6667899 48.3590754,15.6667734 48.3590775,15.6666144 48.3591225,15.6665197 48.3591699;1;35;0;1315969;22,8199996948242;1100
2001047;1315971;Neupölla/B38 - Böhmerwald Straße;15.464118 48.6424115,15.4634975 48.6425377,15.4630158 48.6426357,15.4626577 48.6427062,15.4623279 48.6427437,15.461885 48.6427703,15.4614829 48.642769,15.4609757 48.6427451,15.4605765 48.6427187,15.4599439 48.642679,15.4589448 48.6426131,15.4576168 48.642528,15.4568787 48.6424774,15.4562415 48.6424092,15.4561376 48.6423961;1;72;0;18172321;595,820007324219;1250
2001047;18172321;Neupölla/B38 - Böhmerwald Straße;15.4561376 48.6423961,15.4562415 48.6424092,15.4568787 48.6424774,15.4576168 48.642528,15.4589448 48.6426131,15.4599439 48.642679,15.4605765 48.6427187,15.4609757 48.6427451,15.4614829 48.642769,15.461885 48.6427703,15.4623279 48.6427437,15.4626577 48.6427062,15.4630158 48.6426357,15.4634975 48.6425377,15.464118 48.6424115;1;72;0;1315971;595,820007324219;1250
2001048;1315971;Neupölla/B38 - Böhmerwald Straße;15.464118 48.6424115,15.4644206 48.6423499,15.4648747 48.64225,15.4656642 48.6420878,15.4660615 48.6420209,15.4665635 48.6419663,15.4670388 48.6419449,15.4675941 48.6419541,15.4679934 48.6419721,15.4683924 48.6420018,15.4688995 48.6420373,15.4696297 48.6421077,15.4702717 48.6421875,15.471646 48.642361,15.4720225 48.6423905,15.4722962 48.6424025,15.4727887 48.6424029,15.4731132 48.642392,15.4733924 48.6423741;1;72;0;18009533;694,619995117188;1250
